Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00       4/4           int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [81]
-----------------------------------------------
                0.00    0.00       4/4           start() [102]
[76]     0.0    0.00    0.00       4         std::vector<int, std::allocator<int> >::~vector() [76]
                0.00    0.00       5/11          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [12]
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [50]
                0.00    0.00       5/5           void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [54]
-----------------------------------------------
                0.00    0.00       1/4           double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [145]
                0.00    0.00       3/4           double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [92]
[77]     0.0    0.00    0.00       4         std::_Niter_base<double*>::iterator_type std::__niter_base<double*>(double*) [77]
                0.00    0.00       4/4           std::_Iter_base<double*, false>::_S_base(double*) [64]
-----------------------------------------------
                0.00    0.00       1/4           __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [137]
                0.00    0.00       3/4           double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [92]
[78]     0.0    0.00    0.00       4         double* std::__copy_move_a<false, double const*, double*>(double const*, double const*, double*) [78]
                0.00    0.00       4/4           double* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [65]
-----------------------------------------------
                0.00    0.00       4/4           int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [82]
[79]     0.0    0.00    0.00       4         int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [79]
                0.00    0.00       8/10          std::_Niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [19]
                0.00    0.00       4/5           std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) [51]
                0.00    0.00       4/5           int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [52]
-----------------------------------------------
                0.00    0.00       4/4           int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [81]
[80]     0.0    0.00    0.00       4         int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [80]
                0.00    0.00       4/4           int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [74]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [75]
[81]     0.0    0.00    0.00       4         int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [81]
                0.00    0.00       4/4           int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [80]
-----------------------------------------------
                0.00    0.00       4/4           int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [74]
[82]     0.0    0.00    0.00       4         int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [82]
                0.00    0.00       8/10          std::_Miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [18]
                0.00    0.00       4/4           int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [79]
-----------------------------------------------
                0.00    0.00       4/4           void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [84]
[83]     0.0    0.00    0.00       4         void std::_Destroy<double*>(double*, double*) [83]
                0.00    0.00       4/4           void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [66]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<double, std::allocator<double> >::~vector() [91]
[84]     0.0    0.00    0.00       4         void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [84]
                0.00    0.00       4/4           void std::_Destroy<double*>(double*, double*) [83]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [90]
[85]     0.0    0.00    0.00       3         __gnu_cxx::__alloc_traits<std::allocator<double> >::_S_select_on_copy(std::allocator<double> const&) [85]
-----------------------------------------------
                0.00    0.00       1/3           std::vector<double, std::allocator<double> >::begin() [125]
                0.00    0.00       1/3           std::vector<double, std::allocator<double> >::end() [124]
                0.00    0.00       1/3           __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [137]
[86]     0.0    0.00    0.00       3         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [86]
-----------------------------------------------
                0.00    0.00       1/3           std::vector<int, std::allocator<int> >::begin() [130]
                0.00    0.00       1/3           std::vector<int, std::allocator<int> >::end() [129]
                0.00    0.00       1/3           __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [138]
[87]     0.0    0.00    0.00       3         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [87]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [90]
[88]     0.0    0.00    0.00       3         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [88]
-----------------------------------------------
                0.00    0.00       3/3           double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [93]
[89]     0.0    0.00    0.00       3         double* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [89]
                0.00    0.00       3/3           double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [95]
-----------------------------------------------
                0.00    0.00       1/3           std::vector<double, std::allocator<double> > MultMtx<double>(double**, std::vector<int, std::allocator<int> >, std::vector<double, std::allocator<double> >, int) [105]
                0.00    0.00       2/3           start() [102]
[90]     0.0    0.00    0.00       3         std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [90]
                0.00    0.00       3/3           std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [88]
                0.00    0.00       3/3           __gnu_cxx::__alloc_traits<std::allocator<double> >::_S_select_on_copy(std::allocator<double> const&) [85]
                0.00    0.00       3/5           std::vector<double, std::allocator<double> >::size() const [36]
                0.00    0.00       3/4           std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [72]
                0.00    0.00       3/9           std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [20]
                0.00    0.00       3/4           std::vector<double, std::allocator<double> >::end() const [61]
                0.00    0.00       3/4           std::vector<double, std::allocator<double> >::begin() const [62]
                0.00    0.00       3/3           double* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, std::allocator<double>&) [94]
-----------------------------------------------
                0.00    0.00       3/3           start() [102]
[91]     0.0    0.00    0.00       3         std::vector<double, std::allocator<double> >::~vector() [91]
                0.00    0.00       4/9           std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [20]
                0.00    0.00       4/4           void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [84]
                0.00    0.00       4/4           std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [73]
-----------------------------------------------
                0.00    0.00       3/3           double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [95]
[92]     0.0    0.00    0.00       3         double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [92]
                0.00    0.00       6/8           std::_Niter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [27]
                0.00    0.00       3/4           std::_Niter_base<double*>::iterator_type std::__niter_base<double*>(double*) [77]
                0.00    0.00       3/4           double* std::__copy_move_a<false, double const*, double*>(double const*, double const*, double*) [78]
-----------------------------------------------
                0.00    0.00       3/3           double* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, std::allocator<double>&) [94]
[93]     0.0    0.00    0.00       3         double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [93]
                0.00    0.00       3/3           double* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [89]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [90]
[94]     0.0    0.00    0.00       3         double* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, std::allocator<double>&) [94]
                0.00    0.00       3/3           double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [93]
-----------------------------------------------
                0.00    0.00       3/3           double* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [89]
[95]     0.0    0.00    0.00       3         double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [95]
                0.00    0.00       6/8           std::_Miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [26]
                0.00    0.00       3/3           double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [92]
-----------------------------------------------
                0.00    0.00       2/2           start() [102]
[96]     0.0    0.00    0.00       2         void FreeMem<double>(double**, int) [96]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [173]
[97]     0.0    0.00    0.00       1         _GLOBAL__sub_I_n [97]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [100]
-----------------------------------------------
                0.00    0.00       1/1           start() [102]
[98]     0.0    0.00    0.00       1         void TransponMtx<double>(double**, double**, int) [98]
-----------------------------------------------
                0.00    0.00       1/1           start() [102]
[99]     0.0    0.00    0.00       1         Get_InverseMtx(int) [99]
                0.00    0.00       9/12          Get_matr(int**, int, int**, int, int) [11]
                0.00    0.00       9/9           std::pow(double, int) [21]
                0.00    0.00       9/10          Det(int**, int) [13]
                0.00    0.00       9/13          void FreeMem<int>(int**, int) [10]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I_n [97]
[100]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [100]
                0.00    0.00       1/1           std::allocator<int>::allocator() [116]
                0.00    0.00       1/6           std::allocator<int>::~allocator() [30]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [131]
                0.00    0.00       1/1           std::allocator<double>::allocator() [115]
                0.00    0.00       1/5           std::allocator<double>::~allocator() [39]
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&) [126]
-----------------------------------------------
                0.00    0.00       1/1           start() [102]
[101]    0.0    0.00    0.00       1         init() [101]
-----------------------------------------------
                0.00    0.00       1/1           main [6]
[102]    0.0    0.00    0.00       1         start() [102]
                0.00    0.00       4/4           std::vector<int, std::allocator<int> >::~vector() [76]
                0.00    0.00       3/4           std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [75]
                0.00    0.00       3/3           std::vector<double, std::allocator<double> >::~vector() [91]
                0.00    0.00       2/3           std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [90]
                0.00    0.00       2/2           void FreeMem<double>(double**, int) [96]
                0.00    0.00       1/1           init() [101]
                0.00    0.00       1/1           void SetMtx<int>(int**, int) [103]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> > SetVec<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >, int) [104]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [132]
                0.00    0.00       1/1           void PrintMtx<int>(int**, int) [106]
                0.00    0.00       1/1           void PrintVec<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >, int) [108]
                0.00    0.00       1/1           Get_InverseMtx(int) [99]
                0.00    0.00       1/10          Det(int**, int) [13]
                0.00    0.00       1/1           void TransponMtx<double>(double**, double**, int) [98]
                0.00    0.00       1/1           std::vector<double, std::allocator<double> > MultMtx<double>(double**, std::vector<int, std::allocator<int> >, std::vector<double, std::allocator<double> >, int) [105]
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [127]
                0.00    0.00       1/1           void PrintVec<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >, int) [107]
                0.00    0.00       1/13          void FreeMem<int>(int**, int) [10]
-----------------------------------------------
                0.00    0.00       1/1           start() [102]
[103]    0.0    0.00    0.00       1         void SetMtx<int>(int**, int) [103]
-----------------------------------------------
                0.00    0.00       1/1           start() [102]
[104]    0.0    0.00    0.00       1         std::vector<int, std::allocator<int> > SetVec<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >, int) [104]
                0.00    0.00       3/15          std::vector<int, std::allocator<int> >::operator[](unsigned long) [9]
                0.00    0.00       1/4           std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [75]
-----------------------------------------------
                0.00    0.00       1/1           start() [102]
[105]    0.0    0.00    0.00       1         std::vector<double, std::allocator<double> > MultMtx<double>(double**, std::vector<int, std::allocator<int> >, std::vector<double, std::allocator<double> >, int) [105]
                0.00    0.00      12/15          std::vector<double, std::allocator<double> >::operator[](unsigned long) [8]
                0.00    0.00       9/15          std::vector<int, std::allocator<int> >::operator[](unsigned long) [9]
                0.00    0.00       1/3           std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [90]
-----------------------------------------------
                0.00    0.00       1/1           start() [102]
[106]    0.0    0.00    0.00       1         void PrintMtx<int>(int**, int) [106]
-----------------------------------------------
                0.00    0.00       1/1           start() [102]
[107]    0.0    0.00    0.00       1         void PrintVec<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >, int) [107]
                0.00    0.00       3/15          std::vector<double, std::allocator<double> >::operator[](unsigned long) [8]
-----------------------------------------------
                0.00    0.00       1/1           start() [102]
[108]    0.0    0.00    0.00       1         void PrintVec<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >, int) [108]
                0.00    0.00       3/15          std::vector<int, std::allocator<int> >::operator[](unsigned long) [9]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<double>::allocator() [115]
[109]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<double>::new_allocator() [109]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<int>::allocator() [116]
[110]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<int>::new_allocator() [110]
-----------------------------------------------
                0.00    0.00       1/1           std::_Iter_base<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, true>::_S_base(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [117]
[111]    0.0    0.00    0.00       1         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [111]
-----------------------------------------------
                0.00    0.00       1/1           std::_Iter_base<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, true>::_S_base(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [118]
[112]    0.0    0.00    0.00       1         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [112]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [127]
[113]    0.0    0.00    0.00       1         std::vector<double, std::allocator<double> >::capacity() const [113]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [132]
[114]    0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::capacity() const [114]
-----------------------------------------------
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [100]
[115]    0.0    0.00    0.00       1         std::allocator<double>::allocator() [115]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<double>::new_allocator() [109]
-----------------------------------------------
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [100]
[116]    0.0    0.00    0.00       1         std::allocator<int>::allocator() [116]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<int>::new_allocator() [110]
-----------------------------------------------
                0.00    0.00       1/1           std::_Niter_base<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [135]
[117]    0.0    0.00    0.00       1         std::_Iter_base<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, true>::_S_base(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [117]
                0.00    0.00       1/1           __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [111]
-----------------------------------------------
                0.00    0.00       1/1           std::_Niter_base<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [136]
[118]    0.0    0.00    0.00       1         std::_Iter_base<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, true>::_S_base(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [118]
                0.00    0.00       1/1           __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [112]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Destroy<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [147]
[119]    0.0    0.00    0.00       1         void std::_Destroy_aux<true>::__destroy<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [119]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [149]
[120]    0.0    0.00    0.00       1         void std::_Destroy_aux<true>::__destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [120]
-----------------------------------------------
                0.00    0.00       1/1           void std::uninitialized_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [139]
[121]    0.0    0.00    0.00       1         void std::__uninitialized_fill_n<true>::__uninit_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [121]
                0.00    0.00       1/1           double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [145]
-----------------------------------------------
                0.00    0.00       1/1           void std::uninitialized_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [140]
[122]    0.0    0.00    0.00       1         void std::__uninitialized_fill_n<true>::__uninit_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [122]
                0.00    0.00       1/1           int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [146]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&) [126]
[123]    0.0    0.00    0.00       1         std::vector<double, std::allocator<double> >::_M_fill_initialize(unsigned long, double const&) [123]
                0.00    0.00       1/9           std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [20]
                0.00    0.00       1/1           void std::__uninitialized_fill_n_a<double*, unsigned long, double, double>(double*, unsigned long, double const&, std::allocator<double>&) [141]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [127]
[124]    0.0    0.00    0.00       1         std::vector<double, std::allocator<double> >::end() [124]
                0.00    0.00       1/3           __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [86]
-----------------------------------------------
