Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
[14]     0.0    0.00    0.00      10         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [14]
-----------------------------------------------
                0.00    0.00      10/10          std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, true>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [17]
[15]     0.0    0.00    0.00      10         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [15]
-----------------------------------------------
                0.00    0.00      10/10          std::_Miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [18]
[16]     0.0    0.00    0.00      10         std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, false>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [16]
-----------------------------------------------
                0.00    0.00      10/10          std::_Niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [19]
[17]     0.0    0.00    0.00      10         std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, true>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [17]
                0.00    0.00      10/10          __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [15]
-----------------------------------------------
                0.00    0.00       2/10          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [144]
                0.00    0.00       8/10          int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [82]
[18]     0.0    0.00    0.00      10         std::_Miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [18]
                0.00    0.00      10/10          std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, false>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [16]
-----------------------------------------------
                0.00    0.00       2/10          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [138]
                0.00    0.00       8/10          int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [79]
[19]     0.0    0.00    0.00      10         std::_Niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [19]
                0.00    0.00      10/10          std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, true>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [17]
-----------------------------------------------
                0.00    0.00       1/9           std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [127]
                0.00    0.00       1/9           std::vector<double, std::allocator<double> >::_M_fill_initialize(unsigned long, double const&) [123]
                0.00    0.00       3/9           std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [90]
                0.00    0.00       4/9           std::vector<double, std::allocator<double> >::~vector() [91]
[20]     0.0    0.00    0.00       9         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [20]
-----------------------------------------------
                0.00    0.00       9/9           Get_InverseMtx(int) [99]
[21]     0.0    0.00    0.00       9         std::pow(double, int) [21]
-----------------------------------------------
                0.00    0.00       4/8           std::vector<double, std::allocator<double> >::begin() const [62]
                0.00    0.00       4/8           std::vector<double, std::allocator<double> >::end() const [61]
[22]     0.0    0.00    0.00       8         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&) [22]
-----------------------------------------------
                0.00    0.00       8/8           std::_Iter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, true>::_S_base(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [25]
[23]     0.0    0.00    0.00       8         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::base() const [23]
-----------------------------------------------
                0.00    0.00       8/8           std::_Miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [26]
[24]     0.0    0.00    0.00       8         std::_Iter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, false>::_S_base(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [24]
-----------------------------------------------
                0.00    0.00       8/8           std::_Niter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [27]
[25]     0.0    0.00    0.00       8         std::_Iter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, true>::_S_base(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [25]
                0.00    0.00       8/8           __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::base() const [23]
-----------------------------------------------
                0.00    0.00       2/8           __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [143]
                0.00    0.00       6/8           double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [95]
[26]     0.0    0.00    0.00       8         std::_Miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [26]
                0.00    0.00       8/8           std::_Iter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, false>::_S_base(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [24]
-----------------------------------------------
                0.00    0.00       2/8           __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [137]
                0.00    0.00       6/8           double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [92]
[27]     0.0    0.00    0.00       8         std::_Niter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [27]
                0.00    0.00       8/8           std::_Iter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, true>::_S_base(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [25]
-----------------------------------------------
                0.00    0.00       6/6           std::allocator<int>::~allocator() [30]
[28]     0.0    0.00    0.00       6         __gnu_cxx::new_allocator<int>::~new_allocator() [28]
-----------------------------------------------
                0.00    0.00       2/6           std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [132]
                0.00    0.00       4/6           std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [75]
[29]     0.0    0.00    0.00       6         std::vector<int, std::allocator<int> >::size() const [29]
-----------------------------------------------
                0.00    0.00       1/6           __static_initialization_and_destruction_0(int, int) [100]
                0.00    0.00       5/6           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [46]
[30]     0.0    0.00    0.00       6         std::allocator<int>::~allocator() [30]
                0.00    0.00       6/6           __gnu_cxx::new_allocator<int>::~new_allocator() [28]
-----------------------------------------------
                0.00    0.00       5/5           std::allocator<double>::~allocator() [39]
[31]     0.0    0.00    0.00       5         __gnu_cxx::new_allocator<double>::~new_allocator() [31]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [47]
[32]     0.0    0.00    0.00       5         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [32]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [44]
[33]     0.0    0.00    0.00       5         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [33]
                0.00    0.00       5/5           __gnu_cxx::new_allocator<int>::max_size() const [35]
-----------------------------------------------
                0.00    0.00       5/5           std::allocator<int>::allocator(std::allocator<int> const&) [40]
[34]     0.0    0.00    0.00       5         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [34]
-----------------------------------------------
                0.00    0.00       5/5           __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [33]
[35]     0.0    0.00    0.00       5         __gnu_cxx::new_allocator<int>::max_size() const [35]
-----------------------------------------------
                0.00    0.00       2/5           std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [127]
                0.00    0.00       3/5           std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [90]
[36]     0.0    0.00    0.00       5         std::vector<double, std::allocator<double> >::size() const [36]
-----------------------------------------------
                0.00    0.00       1/5           std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [132]
                0.00    0.00       4/5           std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [75]
[37]     0.0    0.00    0.00       5         std::vector<int, std::allocator<int> >::end() const [37]
                0.00    0.00       5/10          __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [14]
-----------------------------------------------
                0.00    0.00       1/5           std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [132]
                0.00    0.00       4/5           std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [75]
[38]     0.0    0.00    0.00       5         std::vector<int, std::allocator<int> >::begin() const [38]
                0.00    0.00       5/10          __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [14]
-----------------------------------------------
                0.00    0.00       1/5           __static_initialization_and_destruction_0(int, int) [100]
                0.00    0.00       4/5           std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [69]
[39]     0.0    0.00    0.00       5         std::allocator<double>::~allocator() [39]
                0.00    0.00       5/5           __gnu_cxx::new_allocator<double>::~new_allocator() [31]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [45]
[40]     0.0    0.00    0.00       5         std::allocator<int>::allocator(std::allocator<int> const&) [40]
                0.00    0.00       5/5           __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [34]
-----------------------------------------------
                0.00    0.00       5/5           std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) [51]
[41]     0.0    0.00    0.00       5         std::_Iter_base<int*, false>::_S_base(int*) [41]
-----------------------------------------------
                0.00    0.00       5/5           int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [52]
[42]     0.0    0.00    0.00       5         int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [42]
-----------------------------------------------
                0.00    0.00       5/5           void std::_Destroy<int*>(int*, int*) [53]
[43]     0.0    0.00    0.00       5         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [43]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [48]
[44]     0.0    0.00    0.00       5         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [44]
                0.00    0.00       5/5           __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [33]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [49]
[45]     0.0    0.00    0.00       5         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [45]
                0.00    0.00       5/5           std::allocator<int>::allocator(std::allocator<int> const&) [40]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [50]
[46]     0.0    0.00    0.00       5         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [46]
                0.00    0.00       5/6           std::allocator<int>::~allocator() [30]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [50]
[47]     0.0    0.00    0.00       5         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [47]
                0.00    0.00       5/5           __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [32]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [49]
[48]     0.0    0.00    0.00       5         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [48]
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [44]
-----------------------------------------------
                0.00    0.00       1/5           std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [131]
                0.00    0.00       4/5           std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [75]
[49]     0.0    0.00    0.00       5         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [49]
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [45]
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [48]
-----------------------------------------------
                0.00    0.00       5/5           std::vector<int, std::allocator<int> >::~vector() [76]
[50]     0.0    0.00    0.00       5         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [50]
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [47]
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [46]
-----------------------------------------------
                0.00    0.00       1/5           int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [146]
                0.00    0.00       4/5           int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [79]
[51]     0.0    0.00    0.00       5         std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) [51]
                0.00    0.00       5/5           std::_Iter_base<int*, false>::_S_base(int*) [41]
-----------------------------------------------
                0.00    0.00       1/5           __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [138]
                0.00    0.00       4/5           int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [79]
[52]     0.0    0.00    0.00       5         int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [52]
                0.00    0.00       5/5           int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [42]
-----------------------------------------------
                0.00    0.00       5/5           void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [54]
[53]     0.0    0.00    0.00       5         void std::_Destroy<int*>(int*, int*) [53]
                0.00    0.00       5/5           void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [43]
-----------------------------------------------
                0.00    0.00       5/5           std::vector<int, std::allocator<int> >::~vector() [76]
[54]     0.0    0.00    0.00       5         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [54]
                0.00    0.00       5/5           void std::_Destroy<int*>(int*, int*) [53]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [70]
[55]     0.0    0.00    0.00       4         __gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long) [55]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [67]
[56]     0.0    0.00    0.00       4         __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [56]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<double>::max_size() const [59]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator<double>::allocator(std::allocator<double> const&) [63]
[57]     0.0    0.00    0.00       4         __gnu_cxx::new_allocator<double>::new_allocator(__gnu_cxx::new_allocator<double> const&) [57]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [75]
[58]     0.0    0.00    0.00       4         __gnu_cxx::__alloc_traits<std::allocator<int> >::_S_select_on_copy(std::allocator<int> const&) [58]
-----------------------------------------------
                0.00    0.00       4/4           __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [56]
[59]     0.0    0.00    0.00       4         __gnu_cxx::new_allocator<double>::max_size() const [59]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [75]
[60]     0.0    0.00    0.00       4         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [60]
-----------------------------------------------
                0.00    0.00       1/4           std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [127]
                0.00    0.00       3/4           std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [90]
[61]     0.0    0.00    0.00       4         std::vector<double, std::allocator<double> >::end() const [61]
                0.00    0.00       4/8           __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&) [22]
-----------------------------------------------
                0.00    0.00       1/4           std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [127]
                0.00    0.00       3/4           std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [90]
[62]     0.0    0.00    0.00       4         std::vector<double, std::allocator<double> >::begin() const [62]
                0.00    0.00       4/8           __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&) [22]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [68]
[63]     0.0    0.00    0.00       4         std::allocator<double>::allocator(std::allocator<double> const&) [63]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<double>::new_allocator(__gnu_cxx::new_allocator<double> const&) [57]
-----------------------------------------------
                0.00    0.00       4/4           std::_Niter_base<double*>::iterator_type std::__niter_base<double*>(double*) [77]
[64]     0.0    0.00    0.00       4         std::_Iter_base<double*, false>::_S_base(double*) [64]
-----------------------------------------------
                0.00    0.00       4/4           double* std::__copy_move_a<false, double const*, double*>(double const*, double const*, double*) [78]
[65]     0.0    0.00    0.00       4         double* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [65]
-----------------------------------------------
                0.00    0.00       4/4           void std::_Destroy<double*>(double*, double*) [83]
[66]     0.0    0.00    0.00       4         void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [66]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [71]
[67]     0.0    0.00    0.00       4         std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [67]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [56]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [72]
[68]     0.0    0.00    0.00       4         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [68]
                0.00    0.00       4/4           std::allocator<double>::allocator(std::allocator<double> const&) [63]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [73]
[69]     0.0    0.00    0.00       4         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [69]
                0.00    0.00       4/5           std::allocator<double>::~allocator() [39]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [73]
[70]     0.0    0.00    0.00       4         std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [70]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long) [55]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [72]
[71]     0.0    0.00    0.00       4         std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [71]
                0.00    0.00       4/4           std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [67]
-----------------------------------------------
                0.00    0.00       1/4           std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&) [126]
                0.00    0.00       3/4           std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [90]
[72]     0.0    0.00    0.00       4         std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [72]
                0.00    0.00       4/4           std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [68]
                0.00    0.00       4/4           std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [71]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<double, std::allocator<double> >::~vector() [91]
[73]     0.0    0.00    0.00       4         std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [73]
                0.00    0.00       4/4           std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [70]
                0.00    0.00       4/4           std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [69]
-----------------------------------------------
                0.00    0.00       4/4           int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [80]
[74]     0.0    0.00    0.00       4         int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [74]
                0.00    0.00       4/4           int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [82]
-----------------------------------------------
                0.00    0.00       1/4           std::vector<int, std::allocator<int> > SetVec<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >, int) [104]
                0.00    0.00       3/4           start() [102]
[75]     0.0    0.00    0.00       4         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [75]
                0.00    0.00       4/4           std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [60]
                0.00    0.00       4/4           __gnu_cxx::__alloc_traits<std::allocator<int> >::_S_select_on_copy(std::allocator<int> const&) [58]
                0.00    0.00       4/6           std::vector<int, std::allocator<int> >::size() const [29]
                0.00    0.00       4/5           std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [49]
                0.00    0.00       4/11          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [12]
                0.00    0.00       4/5           std::vector<int, std::allocator<int> >::end() const [37]
                0.00    0.00       4/5           std::vector<int, std::allocator<int> >::begin() const [38]
